"","YEAR","MONTH","DAY","meanStationTMAX","timestep","detrended","Seasonal_trend_obs","Var_scaling_factors_obs","resids","tmax_norm","tmax_norm_VAR1","Constant_scalar","Long_term_trend_fut_wrf"
"1",1976,1,1,-2.485294118,1,-12.0289673348423,-13.9732808256036,5.9018494350106,1.94431349076125,0.329441391579276,0.335742742693043,0.981231608870462,9.5436732168423
"2",1976,1,2,-5.249275362,2,-14.7930790440206,-14.103355606401,5.92051867307565,-0.689723437619529,-0.11649713069163,-0.118725415731088,0.981231608870462,9.54380368202057
"3",1976,1,3,-1.523529412,3,-11.0674635591991,-14.2297424501208,5.93872077799896,3.16227889092174,0.532484858125837,0.542669899045347,0.981231608870462,9.54393414719906
"4",1976,1,4,-6.001470588,4,-15.5455352003775,-14.3518390537269,5.95633843112125,-1.19369614665054,-0.200407710282815,-0.204240984973479,0.981231608870462,9.54406461237749
"5",1976,1,5,-12.74637681,5,-22.2905718875559,-14.4689905851365,5.97325253574077,-7.82158130241937,-1.30943422459023,-1.33448027229533,0.981231608870462,9.54419507755588
"6",1976,1,6,-5.923188406,6,-15.4675139487345,-14.5805089267324,5.98934397516222,-0.887005022002075,-0.148097191558955,-0.150929903011825,0.981231608870462,9.54432554273446
"7",1976,1,7,-1.250724638,7,-10.7951806459128,-14.6856950029406,6.00449532785024,3.89051435702785,0.647933613834746,0.660326887125671,0.981231608870462,9.54445600791278
"8",1976,1,8,-9.110144928,8,-18.6547314010912,-14.7838621905417,6.01859253165122,-3.87086921054953,-0.643151898087963,-0.655453709678516,0.981231608870462,9.54458647309122
"9",1976,1,9,-10.93768116,9,-20.4823980982696,-14.8743600321833,6.03152648635027,-5.60803806608639,-0.929787522077161,-0.947571922542813,0.981231608870462,9.54471693826965
"10",1976,1,10,-14.70735294,10,-24.252200343448,-14.9565972368265,6.04319458651559,-9.29560310662145,-1.53819357850285,-1.56761519359688,0.981231608870462,9.54484740344799
"11",1976,1,11,-15.32173913,11,-24.8667169986266,-15.030060454538,6.05350217432562,-9.8366565440886,-1.62495300419784,-1.65603409990878,0.981231608870462,9.54497786862657
"12",1976,1,12,-11.82898551,12,-21.374093843805,-15.0943269139585,6.06236389777469,-6.27976692984651,-1.03586109902634,-1.05567440924449,0.981231608870462,9.54510833380502
"13",1976,1,13,-2.57826087,13,-12.1234996689835,-15.1490701701505,6.06970495586971,3.02557050116704,0.498470769693865,0.508005210174258,0.981231608870462,9.54523879898349
"14",1976,1,14,0.51884058,14,-9.02652868416178,-15.1940595039807,6.07546221189138,6.1675308198189,1.01515417341372,1.03457141437006,0.981231608870462,9.54536926416178
"15",1976,1,15,-7.591304348,15,-17.1368040773403,-15.2291567014318,6.07958515107919,-1.90764737590844,-0.313779201788105,-0.319780976225694,0.981231608870462,9.54549972934028
"16",1976,1,16,-4.594117647,16,-14.1397478415188,-15.2543141655773,6.08203665820884,1.11456632405852,0.183255443315062,0.186760640055222,0.981231608870462,9.5456301945188
"17",1976,1,17,-10.02753623,17,-19.5732968896971,-15.2695728141135,6.08279359656241,-4.30372407558366,-0.707524266155577,-0.721057352575544,0.981231608870462,9.54576065969712
"18",1976,1,18,-18.91176471,18,-28.4576558348755,-15.275056783617,6.08184717149621,-13.1825990512584,-2.16753211311217,-2.20899132632642,0.981231608870462,9.54589112487547
"19",1976,1,19,-10.32647059,19,-19.872492180054,-15.2709650317491,6.07920306778647,-4.60152714830492,-0.756929337117934,-0.771407413168506,0.981231608870462,9.54602159005401
"20",1976,1,20,-2.266176471,20,-11.8123285262325,-15.2575595137009,6.07488136107224,3.44523098746839,0.567127287381345,0.577974947254491,0.981231608870462,9.54615205523249
"21",1976,1,21,-2.529411765,21,-12.0756942854109,-15.2351508738554,6.06891620589128,3.15945658844448,0.520596508710649,0.53055415663783,0.981231608870462,9.54628252041091
"22",1976,1,22,-9.55,22,-19.0964129855892,-15.2040842858157,6.06135531764884,-3.89232869977351,-0.642154847520689,-0.654437588144864,0.981231608870462,9.54641298558922
"23",1976,1,23,-20.94264706,23,-30.4891905107677,-15.1647249079437,6.05225926603266,-15.324465602824,-2.53202398133042,-2.58045496948997,0.981231608870462,9.54654345076767
"24",1976,1,24,-16.76176471,24,-26.3084386259462,-15.1174393337977,6.04170060451346,-11.1909992921485,-1.85229292623144,-1.88772243931654,0.981231608870462,9.54667391594618
"25",1976,1,25,-3.976470588,25,-13.5232749691246,-15.0625754666772,6.0297628581755,1.53930049755262,0.255283753898472,0.260166663599779,0.981231608870462,9.54680438112456
"26",1976,1,26,5.964705882,26,-3.58222896430313,-15.0004477133482,6.0165394006875,11.418218749045,1.89780503186604,1.93410507234952,0.981231608870462,9.54693484630313
"27",1976,1,27,4.629850746,27,-4.91721456548146,-14.931331008545,6.00213223256637,10.0141164430635,1.6684264949594,1.70033912470471,0.981231608870462,9.54706531148146
"28",1976,1,28,-1.139705882,28,-10.6869016586599,-14.855460558246,5.98665068568,4.16855889958617,0.696309024603241,0.70962759282163,0.981231608870462,9.54719577665988
"29",1976,1,29,-1.4,29,-10.9473262418383,-14.7730339146341,5.97021005838172,3.82570767279572,0.640799508791944,0.653056325335458,0.981231608870462,9.54732624183833
"30",1976,1,30,-9.067647059,30,-18.6151037660168,-14.6842147968023,5.95293019222376,-3.93088896921446,-0.660328416810487,-0.672958770224106,0.981231608870462,9.54745670701681
"31",1976,1,31,-6.495522388,31,-16.0431095601952,-14.589138633359,5.93493399254592,-1.45397092683615,-0.2449851891634,-0.249671114290145,0.981231608870462,9.54758717219517
"32",1976,2,1,1.341176471,32,-8.2065411663736,-14.4879189583884,5.91634589482831,6.28137779201475,1.06169887692089,1.08200639616885,0.981231608870462,9.5477176373736
"33",1976,2,2,-4.975384615,33,-14.523232717552,-14.3806535476602,5.897290282638,-0.142579169891782,-0.0241770648990341,-0.0246395088381482,0.981231608870462,9.547848102552
"34",1976,2,3,-5.963235294,34,-15.5112138617304,-14.2674327555299,5.87788986730976,-1.24378110620053,-0.211603336278532,-0.215650753976544,0.981231608870462,9.5479785677304
